Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Northern Iowa2010,2010,Northern Iowa,MVC,30,5,9.0,S16
Pittsburgh2010,2010,Pittsburgh,BE,25,9,3.0,R32
Saint Mary's2010,2010,Saint Mary's,WCC,28,6,10.0,S16
Tennessee2010,2010,Tennessee,SEC,28,9,6.0,E8
Georgia Tech2010,2010,Georgia Tech,ACC,23,13,10.0,R32
Washington2010,2010,Washington,P10,26,10,11.0,S16
Florida St.2010,2010,Florida St.,ACC,22,10,9.0,R64
Minnesota2010,2010,Minnesota,B10,21,14,11.0,R64
Notre Dame2010,2010,Notre Dame,BE,23,12,6.0,R64
Vanderbilt2010,2010,Vanderbilt,SEC,24,9,4.0,R64
Old Dominion2010,2010,Old Dominion,CAA,27,9,11.0,R32
Louisville2010,2010,Louisville,BE,20,13,9.0,R64
Oklahoma St.2010,2010,Oklahoma St.,B12,22,11,7.0,R64
San Diego St.2010,2010,San Diego St.,MWC,25,9,11.0,R64
UNLV2010,2010,UNLV,MWC,25,9,8.0,R64
UTEP2010,2010,UTEP,CUSA,26,7,12.0,R64
New Mexico2010,2010,New Mexico,MWC,30,5,3.0,R32
Gonzaga2010,2010,Gonzaga,WCC,27,7,8.0,R32
Mississippi St.2010,2010,Mississippi St.,SEC,24,12,17.0,None
Cornell2010,2010,Cornell,Ivy,29,5,12.0,S16
Virginia Tech2010,2010,Virginia Tech,ACC,25,9,17.0,None
Mississippi2010,2010,Mississippi,SEC,24,11,17.0,None
Memphis2010,2010,Memphis,CUSA,24,10,17.0,None
Florida2010,2010,Florida,SEC,21,13,10.0,R64
Connecticut2010,2010,Connecticut,BE,18,16,17.0,None
Arizona St.2010,2010,Arizona St.,P10,22,11,17.0,None
Murray St.2010,2010,Murray St.,OVC,31,5,13.0,R32
Richmond2010,2010,Richmond,A10,26,9,7.0,R64
Miami FL2010,2010,Miami FL,ACC,20,13,17.0,None
VCU2010,2010,VCU,CAA,27,9,17.0,None
Illinois2010,2010,Illinois,B10,21,15,17.0,None
Wake Forest2010,2010,Wake Forest,ACC,20,11,9.0,R32
Siena2010,2010,Siena,MAAC,27,7,13.0,R64
Rhode Island2010,2010,Rhode Island,A10,26,10,17.0,None
North Carolina2010,2010,North Carolina,ACC,20,17,17.0,None
UAB2010,2010,UAB,CUSA,25,9,17.0,None
Alabama2010,2010,Alabama,SEC,17,15,17.0,None
Wichita St.2010,2010,Wichita St.,MVC,25,10,17.0,None
Wright St.2010,2010,Wright St.,Horz,20,12,17.0,None
Seton Hall2010,2010,Seton Hall,BE,19,13,17.0,None
St. John's2010,2010,St. John's,BE,17,16,17.0,None
Cincinnati2010,2010,Cincinnati,BE,19,16,17.0,None
North Carolina St.2010,2010,North Carolina St.,ACC,20,16,17.0,None
Michigan2010,2010,Michigan,B10,15,17,17.0,None
Northeastern2010,2010,Northeastern,CAA,20,13,17.0,None
Texas Tech2010,2010,Texas Tech,B12,19,16,17.0,None
Iowa St.2010,2010,Iowa St.,B12,15,17,17.0,None
Boston College2010,2010,Boston College,ACC,15,16,17.0,None
Missouri St.2010,2010,Missouri St.,MVC,24,12,17.0,None
Virginia2010,2010,Virginia,ACC,15,16,17.0,None
USC2010,2010,USC,P10,16,14,17.0,None
South Florida2010,2010,South Florida,BE,20,13,17.0,None
Portland2010,2010,Portland,WCC,21,11,17.0,None
Nevada2010,2010,Nevada,WAC,21,13,17.0,None
Marshall2010,2010,Marshall,CUSA,24,10,17.0,None
Wofford2010,2010,Wofford,SC,26,9,13.0,R64
Tulsa2010,2010,Tulsa,CUSA,23,12,17.0,None
Northwestern2010,2010,Northwestern,B10,20,14,17.0,None
South Carolina2010,2010,South Carolina,SEC,15,16,17.0,None
Kent St.2010,2010,Kent St.,MAC,24,10,17.0,None
Arizona2010,2010,Arizona,P10,16,15,17.0,None
Houston2010,2010,Houston,CUSA,19,16,13.0,R64
Illinois St.2010,2010,Illinois St.,MVC,22,11,17.0,None
Providence2010,2010,Providence,BE,12,19,17.0,None
Georgia2010,2010,Georgia,SEC,14,17,17.0,None
Colorado2010,2010,Colorado,B12,15,16,17.0,None
Nebraska2010,2010,Nebraska,B12,15,18,17.0,None
Ohio2010,2010,Ohio,MAC,22,15,14.0,R32
Montana2010,2010,Montana,BSky,22,10,14.0,R64
Charlotte2010,2010,Charlotte,A10,19,12,17.0,None
Pacific2010,2010,Pacific,BW,23,12,17.0,None
Saint Louis2010,2010,Saint Louis,A10,23,13,17.0,None
Southern Miss2010,2010,Southern Miss,CUSA,20,14,17.0,None
Sam Houston St.2010,2010,Sam Houston St.,Slnd,25,8,14.0,R64
Penn St.2010,2010,Penn St.,B10,11,20,17.0,None
Morehead St.2010,2010,Morehead St.,OVC,24,11,17.0,None
Auburn2010,2010,Auburn,SEC,15,17,17.0,None
Oklahoma2010,2010,Oklahoma,B12,13,18,17.0,None
Weber St.2010,2010,Weber St.,BSky,20,11,17.0,None
Stanford2010,2010,Stanford,P10,14,18,17.0,None
William & Mary2010,2010,William & Mary,CAA,22,11,17.0,None
IUPUI2010,2010,IUPUI,Sum,25,11,17.0,None
Appalachian St.2010,2010,Appalachian St.,SC,24,13,17.0,None
Iona2010,2010,Iona,MAAC,21,10,17.0,None
Harvard2010,2010,Harvard,Ivy,21,8,17.0,None
New Mexico St.2010,2010,New Mexico St.,WAC,22,12,12.0,R64
Louisiana Tech2010,2010,Louisiana Tech,WAC,24,11,17.0,None
Bradley2010,2010,Bradley,MVC,16,15,17.0,None
Washington St.2010,2010,Washington St.,P10,16,15,17.0,None
Creighton2010,2010,Creighton,MVC,18,16,17.0,None
UCLA2010,2010,UCLA,P10,14,18,17.0,None
Fairfield2010,2010,Fairfield,MAAC,23,11,17.0,None
Arkansas2010,2010,Arkansas,SEC,14,18,17.0,None
Princeton2010,2010,Princeton,Ivy,22,9,17.0,None
Akron2010,2010,Akron,MAC,24,11,17.0,None
George Washington2010,2010,George Washington,A10,16,15,17.0,None
Southern Illinois2010,2010,Southern Illinois,MVC,15,15,17.0,None
Utah2010,2010,Utah,MWC,14,17,17.0,None
Northern Colorado2010,2010,Northern Colorado,BSky,25,8,17.0,None
Detroit2010,2010,Detroit,Horz,20,14,17.0,None
Western Kentucky2010,2010,Western Kentucky,SB,21,13,17.0,None
Niagara2010,2010,Niagara,MAAC,18,15,17.0,None
Oregon2010,2010,Oregon,P10,16,16,17.0,None
Milwaukee2010,2010,Milwaukee,Horz,20,14,17.0,None
Hofstra2010,2010,Hofstra,CAA,19,15,17.0,None
Belmont2010,2010,Belmont,ASun,19,12,17.0,None
Boston University2010,2010,Boston University,AE,21,14,17.0,None
St. Bonaventure2010,2010,St. Bonaventure,A10,15,16,17.0,None
Oakland2010,2010,Oakland,Sum,26,9,14.0,R64
Vermont2010,2010,Vermont,AE,25,10,16.0,R64
Western Michigan2010,2010,Western Michigan,MAC,18,15,17.0,None
Indiana St.2010,2010,Indiana St.,MVC,17,15,17.0,None
Green Bay2010,2010,Green Bay,Horz,22,13,17.0,None
Oral Roberts2010,2010,Oral Roberts,Sum,20,13,17.0,None
Colorado St.2010,2010,Colorado St.,MWC,16,16,17.0,None
Duquesne2010,2010,Duquesne,A10,16,16,17.0,None
Miami OH2010,2010,Miami OH,MAC,14,18,17.0,None
Jacksonville2010,2010,Jacksonville,ASun,20,13,17.0,None
Drexel2010,2010,Drexel,CAA,16,16,17.0,None
Idaho2010,2010,Idaho,WAC,15,16,17.0,None
Oregon St.2010,2010,Oregon St.,P10,14,18,17.0,None
Coastal Carolina2010,2010,Coastal Carolina,BSth,28,7,17.0,None
SMU2010,2010,SMU,CUSA,14,17,17.0,None
East Tennessee St.2010,2010,East Tennessee St.,ASun,20,15,16.0,R64
College of Charleston2010,2010,College of Charleston,SC,22,12,17.0,None
Cleveland St.2010,2010,Cleveland St.,Horz,16,17,17.0,None
UC Santa Barbara2010,2010,UC Santa Barbara,BW,20,10,15.0,R64
Long Beach St.2010,2010,Long Beach St.,BW,17,16,17.0,None
Western Carolina2010,2010,Western Carolina,SC,22,12,17.0,None
Morgan St.2010,2010,Morgan St.,MEAC,27,10,15.0,R64
Stephen F. Austin2010,2010,Stephen F. Austin,Slnd,23,9,17.0,None
Buffalo2010,2010,Buffalo,MAC,18,12,17.0,None
Rutgers2010,2010,Rutgers,BE,15,17,17.0,None
La Salle2010,2010,La Salle,A10,12,18,17.0,None
Boise St.2010,2010,Boise St.,WAC,15,17,17.0,None
George Mason2010,2010,George Mason,CAA,17,15,17.0,None
Campbell2010,2010,Campbell,ASun,19,11,17.0,None
Middle Tennessee2010,2010,Middle Tennessee,SB,19,14,17.0,None
Fresno St.2010,2010,Fresno St.,WAC,15,18,17.0,None
UCF2010,2010,UCF,CUSA,15,17,17.0,None
Massachusetts2010,2010,Massachusetts,A10,12,20,17.0,None
Loyola Marymount2010,2010,Loyola Marymount,WCC,18,16,17.0,None
Drake2010,2010,Drake,MVC,14,19,17.0,None
DePaul2010,2010,DePaul,BE,8,23,17.0,None
Texas A&M Corpus Chris2010,2010,Texas A&M Corpus Chris,Slnd,17,15,17.0,None
Lipscomb2010,2010,Lipscomb,ASun,17,13,17.0,None
Saint Joseph's2010,2010,Saint Joseph's,A10,11,20,17.0,None
Iowa2010,2010,Iowa,B10,10,22,17.0,None
North Texas2010,2010,North Texas,SB,24,9,15.0,R64
Saint Peter's2010,2010,Saint Peter's,MAAC,16,14,17.0,None
Seattle2010,2010,Seattle,ind,17,14,17.0,None
Eastern Kentucky2010,2010,Eastern Kentucky,OVC,20,13,17.0,None
San Jose St.2010,2010,San Jose St.,WAC,14,17,17.0,None
Troy2010,2010,Troy,SB,20,13,17.0,None
TCU2010,2010,TCU,MWC,13,19,17.0,None
Mount St. Mary's2010,2010,Mount St. Mary's,NEC,16,15,17.0,None
Valparaiso2010,2010,Valparaiso,Horz,15,17,17.0,None
Portland St.2010,2010,Portland St.,BSky,13,19,17.0,None
Robert Morris2010,2010,Robert Morris,NEC,23,12,15.0,R64
Lehigh2010,2010,Lehigh,Pat,22,11,16.0,R64
Quinnipiac2010,2010,Quinnipiac,NEC,23,10,17.0,None
Stony Brook2010,2010,Stony Brook,AE,22,10,17.0,None
Eastern Michigan2010,2010,Eastern Michigan,MAC,17,15,17.0,None
Davidson2010,2010,Davidson,SC,16,15,17.0,None
LSU2010,2010,LSU,SEC,11,20,17.0,None
Denver2010,2010,Denver,SB,19,13,17.0,None
Rider2010,2010,Rider,MAAC,17,16,17.0,None
Indiana2010,2010,Indiana,B10,10,21,17.0,None
Montana St.2010,2010,Montana St.,BSky,15,14,17.0,None
Central Michigan2010,2010,Central Michigan,MAC,15,15,17.0,None
The Citadel2010,2010,The Citadel,SC,16,16,17.0,None
UTSA2010,2010,UTSA,Slnd,19,11,17.0,None
Manhattan2010,2010,Manhattan,MAAC,11,20,17.0,None
Bowling Green2010,2010,Bowling Green,MAC,14,16,17.0,None
Canisius2010,2010,Canisius,MAAC,15,17,17.0,None
Arkansas St.2010,2010,Arkansas St.,SB,17,14,17.0,None
Southeastern Louisiana2010,2010,Southeastern Louisiana,Slnd,19,12,17.0,None
San Francisco2010,2010,San Francisco,WCC,12,18,17.0,None
Mercer2010,2010,Mercer,ASun,16,17,17.0,None
Florida Atlantic2010,2010,Florida Atlantic,SB,14,16,17.0,None
Austin Peay2010,2010,Austin Peay,OVC,17,15,17.0,None
San Diego2010,2010,San Diego,WCC,11,21,17.0,None
Georgia St.2010,2010,Georgia St.,CAA,12,20,17.0,None
Cal St. Fullerton2010,2010,Cal St. Fullerton,BW,16,15,17.0,None
Eastern Illinois2010,2010,Eastern Illinois,OVC,19,12,17.0,None
UNC Wilmington2010,2010,UNC Wilmington,CAA,9,22,17.0,None
Maine2010,2010,Maine,AE,19,11,17.0,None
Loyola MD2010,2010,Loyola MD,MAAC,13,17,17.0,None
James Madison2010,2010,James Madison,CAA,13,20,17.0,None
Loyola Chicago2010,2010,Loyola Chicago,Horz,14,16,17.0,None
Louisiana Lafayette2010,2010,Louisiana Lafayette,SB,13,17,17.0,None
Radford2010,2010,Radford,BSth,19,12,17.0,None
South Dakota St.2010,2010,South Dakota St.,Sum,14,16,17.0,None
Evansville2010,2010,Evansville,MVC,9,21,17.0,None
Northern Arizona2010,2010,Northern Arizona,BSky,14,14,17.0,None
Ball St.2010,2010,Ball St.,MAC,15,15,17.0,None
Cal St. Northridge2010,2010,Cal St. Northridge,BW,11,21,17.0,None
Tulane2010,2010,Tulane,CUSA,8,22,17.0,None
Winthrop2010,2010,Winthrop,BSth,19,14,16.0,R64
UC Davis2010,2010,UC Davis,BW,14,18,17.0,None
Youngstown St.2010,2010,Youngstown St.,Horz,8,22,17.0,None
Hampton2010,2010,Hampton,MEAC,14,18,17.0,None
Texas St.2010,2010,Texas St.,Slnd,15,16,17.0,None
UC Riverside2010,2010,UC Riverside,BW,12,17,17.0,None
Arkansas Pine Bluff2010,2010,Arkansas Pine Bluff,SWAC,18,16,16.0,R64
East Carolina2010,2010,East Carolina,CUSA,10,21,17.0,None
Hawaii2010,2010,Hawaii,WAC,10,20,17.0,None
Furman2010,2010,Furman,SC,13,17,17.0,None
Holy Cross2010,2010,Holy Cross,Pat,9,22,17.0,None
IPFW2010,2010,IPFW,Sum,16,15,17.0,None
Northern Illinois2010,2010,Northern Illinois,MAC,10,20,17.0,None
Santa Clara2010,2010,Santa Clara,WCC,11,21,17.0,None
Wyoming2010,2010,Wyoming,MWC,10,21,17.0,None
Lafayette2010,2010,Lafayette,Pat,19,13,17.0,None
UT Arlington2010,2010,UT Arlington,Slnd,16,14,17.0,None
North Dakota St.2010,2010,North Dakota St.,Sum,11,18,17.0,None
Cal Poly2010,2010,Cal Poly,BW,12,19,17.0,None
Towson2010,2010,Towson,CAA,10,21,17.0,None
Illinois Chicago2010,2010,Illinois Chicago,Horz,8,22,17.0,None
Bucknell2010,2010,Bucknell,Pat,14,17,17.0,None
South Dakota2010,2010,South Dakota,GWC,22,10,17.0,None
Chattanooga2010,2010,Chattanooga,SC,15,18,17.0,None
Rice2010,2010,Rice,CUSA,8,23,17.0,None
Samford2010,2010,Samford,SC,11,20,17.0,None
South Alabama2010,2010,South Alabama,SB,17,15,17.0,None
UC Irvine2010,2010,UC Irvine,BW,14,18,17.0,None
UNC Greensboro2010,2010,UNC Greensboro,SC,8,23,17.0,None
Air Force2010,2010,Air Force,MWC,10,21,17.0,None
South Carolina St.2010,2010,South Carolina St.,MEAC,18,14,17.0,None
Tennessee Tech2010,2010,Tennessee Tech,OVC,15,17,17.0,None
Delaware2010,2010,Delaware,CAA,7,24,17.0,None
Tennessee St.2010,2010,Tennessee St.,OVC,9,23,17.0,None
Army2010,2010,Army,Pat,14,15,17.0,None
New Hampshire2010,2010,New Hampshire,AE,13,17,17.0,None
Elon2010,2010,Elon,SC,9,23,17.0,None
Delaware St.2010,2010,Delaware St.,MEAC,17,12,17.0,None
Yale2010,2010,Yale,Ivy,12,19,17.0,None
Jacksonville St.2010,2010,Jacksonville St.,OVC,11,19,17.0,None
Eastern Washington2010,2010,Eastern Washington,BSky,9,21,17.0,None
North Florida2010,2010,North Florida,ASun,13,18,17.0,None
Texas Southern2010,2010,Texas Southern,SWAC,17,16,17.0,None
Kennesaw St.2010,2010,Kennesaw St.,ASun,13,20,17.0,None
Western Illinois2010,2010,Western Illinois,Sum,13,17,17.0,None
LIU Brooklyn2010,2010,LIU Brooklyn,NEC,14,17,17.0,None
Norfolk St.2010,2010,Norfolk St.,MEAC,11,19,17.0,None
Binghamton2010,2010,Binghamton,AE,13,18,17.0,None
Nicholls St.2010,2010,Nicholls St.,Slnd,11,19,17.0,None
Jackson St.2010,2010,Jackson St.,SWAC,19,13,17.0,None
Sacred Heart2010,2010,Sacred Heart,NEC,14,15,17.0,None
UNC Asheville2010,2010,UNC Asheville,BSth,15,16,17.0,None
USC Upstate2010,2010,USC Upstate,ASun,6,23,17.0,None
Idaho St.2010,2010,Idaho St.,BSky,7,22,17.0,None
McNeese St.2010,2010,McNeese St.,Slnd,10,20,17.0,None
Louisiana Monroe2010,2010,Louisiana Monroe,SB,12,19,17.0,None
Arkansas Little Rock2010,2010,Arkansas Little Rock,SB,8,22,17.0,None
Liberty2010,2010,Liberty,BSth,15,16,17.0,None
Lamar2010,2010,Lamar,Slnd,14,18,17.0,None
Brown2010,2010,Brown,Ivy,11,20,17.0,None
Cal St. Bakersfield2010,2010,Cal St. Bakersfield,ind,7,22,17.0,None
Pepperdine2010,2010,Pepperdine,WCC,7,24,17.0,None
High Point2010,2010,High Point,BSth,15,15,17.0,None
Sacramento St.2010,2010,Sacramento St.,BSky,9,21,17.0,None
Alabama St.2010,2010,Alabama St.,SWAC,16,15,17.0,None
Colgate2010,2010,Colgate,Pat,10,19,17.0,None
Navy2010,2010,Navy,Pat,13,17,17.0,None
Bethune Cookman2010,2010,Bethune Cookman,MEAC,17,16,17.0,None
Charleston Southern2010,2010,Charleston Southern,BSth,13,17,17.0,None
American2010,2010,American,Pat,11,20,17.0,None
Albany2010,2010,Albany,AE,7,25,17.0,None
Monmouth2010,2010,Monmouth,NEC,12,19,17.0,None
Columbia2010,2010,Columbia,Ivy,11,17,17.0,None
Longwood2010,2010,Longwood,ind,12,19,17.0,None
UMKC2010,2010,UMKC,Sum,12,18,17.0,None
Georgia Southern2010,2010,Georgia Southern,SC,9,23,17.0,None
Florida Gulf Coast2010,2010,Florida Gulf Coast,ASun,8,21,17.0,None
North Carolina A&T2010,2010,North Carolina A&T,MEAC,11,22,17.0,None
Northwestern St.2010,2010,Northwestern St.,Slnd,10,19,17.0,None
Central Arkansas2010,2010,Central Arkansas,Slnd,9,21,17.0,None
Fordham2010,2010,Fordham,A10,2,26,17.0,None
FIU2010,2010,FIU,SB,7,25,17.0,None
Savannah St.2010,2010,Savannah St.,ind,11,15,17.0,None
Penn2010,2010,Penn,Ivy,6,22,17.0,None
Central Connecticut2010,2010,Central Connecticut,NEC,12,18,17.0,None
Prairie View A&M2010,2010,Prairie View A&M,SWAC,16,14,17.0,None
St. Francis NY2010,2010,St. Francis NY,NEC,11,18,17.0,None
Hartford2010,2010,Hartford,AE,8,22,17.0,None
Southeast Missouri St.2010,2010,Southeast Missouri St.,OVC,7,23,17.0,None
St. Francis PA2010,2010,St. Francis PA,NEC,11,19,17.0,None
New Orleans2010,2010,New Orleans,SB,8,22,17.0,None
Fairleigh Dickinson2010,2010,Fairleigh Dickinson,NEC,11,21,17.0,None
VMI2010,2010,VMI,BSth,10,19,17.0,None
Centenary2010,2010,Centenary,Sum,8,21,17.0,None
Maryland Eastern Shore2010,2010,Maryland Eastern Shore,MEAC,11,21,17.0,None
Texas Pan American2010,2010,Texas Pan American,GWC,6,27,,None
Houston Baptist2010,2010,Houston Baptist,GWC,12,21,17.0,None
UMBC2010,2010,UMBC,AE,4,26,17.0,None
Coppin St.2010,2010,Coppin St.,MEAC,8,22,17.0,None
Southern Utah2010,2010,Southern Utah,Sum,7,22,17.0,None
Toledo2010,2010,Toledo,MAC,4,28,17.0,None
Utah Valley2010,2010,Utah Valley,GWC,12,18,17.0,None
Alabama A&M2010,2010,Alabama A&M,SWAC,11,16,17.0,None
Mississippi Valley St.2010,2010,Mississippi Valley St.,SWAC,9,23,17.0,None
Presbyterian2010,2010,Presbyterian,BSth,5,26,17.0,None
Winston Salem St.2010,2010,Winston Salem St.,ind,12,17,17.0,None
Gardner Webb2010,2010,Gardner Webb,BSth,8,21,17.0,None
Stetson2010,2010,Stetson,ASun,7,22,17.0,None
Florida A&M2010,2010,Florida A&M,MEAC,9,22,17.0,None
Tennessee Martin2010,2010,Tennessee Martin,OVC,4,25,17.0,None
Wagner2010,2010,Wagner,NEC,5,26,17.0,None
Marist2010,2010,Marist,MAAC,1,29,17.0,None
Howard2010,2010,Howard,MEAC,7,25,17.0,None
NJIT2010,2010,NJIT,GWC,10,21,17.0,None
North Carolina Central2010,2010,North Carolina Central,ind,7,22,17.0,None
SIU Edwardsville2010,2010,SIU Edwardsville,ind,5,23,17.0,None
Dartmouth2010,2010,Dartmouth,Ivy,5,23,17.0,None
Chicago St.2010,2010,Chicago St.,GWC,9,23,17.0,None
North Dakota2010,2010,North Dakota,GWC,8,23,17.0,None
Grambling St.2010,2010,Grambling St.,SWAC,7,21,17.0,None
Southern2010,2010,Southern,SWAC,5,25,17.0,None
Bryant2010,2010,Bryant,NEC,1,29,17.0,None
Alcorn St.2010,2010,Alcorn St.,SWAC,2,29,17.0,None
Ohio St.2011,2011,Ohio St.,B10,34,3,1.0,S16
Duke2011,2011,Duke,ACC,32,5,1.0,S16
Kansas2011,2011,Kansas,B12,35,3,1.0,E8
Pittsburgh2011,2011,Pittsburgh,BE,28,6,1.0,R32
Texas2011,2011,Texas,B12,28,8,4.0,R32
Wisconsin2011,2011,Wisconsin,B10,25,9,4.0,S16
Kentucky2011,2011,Kentucky,SEC,29,9,4.0,F4
San Diego St.2011,2011,San Diego St.,MWC,34,3,2.0,S16
Purdue2011,2011,Purdue,B10,26,8,3.0,R32
Connecticut2011,2011,Connecticut,BE,32,9,3.0,Champ
Notre Dame2011,2011,Notre Dame,BE,27,7,2.0,R32
BYU2011,2011,BYU,MWC,32,5,3.0,S16
Syracuse2011,2011,Syracuse,BE,27,8,3.0,R32
Louisville2011,2011,Louisville,BE,25,10,4.0,R64
North Carolina2011,2011,North Carolina,ACC,29,8,2.0,E8
Washington2011,2011,Washington,P10,24,11,7.0,R32
Florida2011,2011,Florida,SEC,29,8,2.0,E8
Illinois2011,2011,Illinois,B10,20,14,9.0,R32
West Virginia2011,2011,West Virginia,BE,21,12,5.0,R32
Arizona2011,2011,Arizona,P10,30,8,5.0,E8
Cincinnati2011,2011,Cincinnati,BE,26,9,6.0,R32
Utah St.2011,2011,Utah St.,WAC,30,4,12.0,R64
Belmont2011,2011,Belmont,ASun,30,5,13.0,R64
George Mason2011,2011,George Mason,CAA,27,7,8.0,R32
Clemson2011,2011,Clemson,ACC,22,12,12.0,R64
Marquette2011,2011,Marquette,BE,22,15,11.0,S16
Wichita St.2011,2011,Wichita St.,MVC,29,8,17.0,None
Villanova2011,2011,Villanova,BE,21,12,9.0,R64
UNLV2011,2011,UNLV,MWC,24,9,8.0,R64
Michigan2011,2011,Michigan,B10,21,14,8.0,R32
Georgetown2011,2011,Georgetown,BE,21,11,6.0,R64
Kansas St.2011,2011,Kansas St.,B12,23,11,5.0,R32
Vanderbilt2011,2011,Vanderbilt,SEC,23,11,5.0,R64
Temple2011,2011,Temple,A10,26,8,7.0,R32
Florida St.2011,2011,Florida St.,ACC,23,11,10.0,S16
Butler2011,2011,Butler,Horz,28,10,8.0,C2
Gonzaga2011,2011,Gonzaga,WCC,25,10,11.0,R32
Xavier2011,2011,Xavier,A10,24,8,6.0,R64
Richmond2011,2011,Richmond,A10,29,8,12.0,S16
Virginia Tech2011,2011,Virginia Tech,ACC,22,12,17.0,None
St. John's2011,2011,St. John's,BE,21,12,6.0,R64
Missouri2011,2011,Missouri,B12,23,11,11.0,R64
Saint Mary's2011,2011,Saint Mary's,WCC,25,9,17.0,None
Maryland2011,2011,Maryland,ACC,19,14,17.0,None
Michigan St.2011,2011,Michigan St.,B10,19,15,10.0,R64
Penn St.2011,2011,Penn St.,B10,19,15,10.0,R64
New Mexico2011,2011,New Mexico,MWC,22,13,17.0,None
Old Dominion2011,2011,Old Dominion,CAA,27,7,9.0,R64
Texas A&M2011,2011,Texas A&M,B12,24,9,7.0,R64
Northwestern2011,2011,Northwestern,B10,20,14,17.0,None
Alabama2011,2011,Alabama,SEC,25,12,17.0,None
UCLA2011,2011,UCLA,P10,23,11,7.0,R32
VCU2011,2011,VCU,CAA,28,12,11.0,F4
Colorado2011,2011,Colorado,B12,24,14,17.0,None
Duquesne2011,2011,Duquesne,A10,19,13,17.0,None
Oakland2011,2011,Oakland,Sum,25,10,13.0,R64
USC2011,2011,USC,P10,19,15,11.0,R64
Minnesota2011,2011,Minnesota,B10,17,14,17.0,None
Seton Hall2011,2011,Seton Hall,BE,13,18,17.0,None
Washington St.2011,2011,Washington St.,P10,22,13,17.0,None
Miami FL2011,2011,Miami FL,ACC,21,15,17.0,None
Tennessee2011,2011,Tennessee,SEC,19,15,9.0,R64
Georgia2011,2011,Georgia,SEC,21,12,10.0,R64
Nebraska2011,2011,Nebraska,B12,19,13,17.0,None
UAB2011,2011,UAB,CUSA,22,9,12.0,R64
Iona2011,2011,Iona,MAAC,25,12,17.0,None
Boston College2011,2011,Boston College,ACC,21,13,17.0,None
Cleveland St.2011,2011,Cleveland St.,Horz,27,9,17.0,None
Missouri St.2011,2011,Missouri St.,MVC,26,9,17.0,None
College of Charleston2011,2011,College of Charleston,SC,26,11,17.0,None
Harvard2011,2011,Harvard,Ivy,23,7,17.0,None
UTEP2011,2011,UTEP,CUSA,25,10,17.0,None
Oklahoma St.2011,2011,Oklahoma St.,B12,20,14,17.0,None
Southern Miss2011,2011,Southern Miss,CUSA,22,10,17.0,None
California2011,2011,California,P10,18,15,17.0,None
Mississippi2011,2011,Mississippi,SEC,20,14,17.0,None
Colorado St.2011,2011,Colorado St.,MWC,19,13,17.0,None
Rutgers2011,2011,Rutgers,BE,15,17,17.0,None
Princeton2011,2011,Princeton,Ivy,25,7,13.0,R64
Baylor2011,2011,Baylor,B12,18,13,17.0,None
Iowa St.2011,2011,Iowa St.,B12,16,16,17.0,None
Indiana2011,2011,Indiana,B10,12,20,17.0,None
Boise St.2011,2011,Boise St.,WAC,22,13,17.0,None
Wofford2011,2011,Wofford,SC,21,13,14.0,R64
Marshall2011,2011,Marshall,CUSA,22,12,17.0,None
Providence2011,2011,Providence,BE,15,17,17.0,None
North Carolina St.2011,2011,North Carolina St.,ACC,15,16,17.0,None
Iowa2011,2011,Iowa,B10,11,20,17.0,None
Morehead St.2011,2011,Morehead St.,OVC,25,10,13.0,R32
Memphis2011,2011,Memphis,CUSA,25,10,12.0,R64
Tulsa2011,2011,Tulsa,CUSA,19,13,17.0,None
Oregon2011,2011,Oregon,P10,21,18,17.0,None
Drexel2011,2011,Drexel,CAA,21,10,17.0,None
Long Beach St.2011,2011,Long Beach St.,BW,22,12,17.0,None
Valparaiso2011,2011,Valparaiso,Horz,23,12,17.0,None
Bucknell2011,2011,Bucknell,Pat,25,9,14.0,R64
Dayton2011,2011,Dayton,A10,22,14,17.0,None
Creighton2011,2011,Creighton,MVC,23,16,17.0,None
Kent St.2011,2011,Kent St.,MAC,25,12,17.0,None
Georgia Tech2011,2011,Georgia Tech,ACC,13,18,17.0,None
Portland2011,2011,Portland,WCC,20,12,17.0,None
Stanford2011,2011,Stanford,P10,15,16,17.0,None
Virginia2011,2011,Virginia,ACC,16,15,17.0,None
Fairfield2011,2011,Fairfield,MAAC,25,8,17.0,None
UCF2011,2011,UCF,CUSA,21,12,17.0,None
James Madison2011,2011,James Madison,CAA,21,12,17.0,None
Northern Iowa2011,2011,Northern Iowa,MVC,20,14,17.0,None
Indiana St.2011,2011,Indiana St.,MVC,20,14,14.0,R64
LIU Brooklyn2011,2011,LIU Brooklyn,NEC,27,6,15.0,R64
South Dakota St.2011,2011,South Dakota St.,Sum,19,12,17.0,None
Wright St.2011,2011,Wright St.,Horz,19,14,17.0,None
East Tennessee St.2011,2011,East Tennessee St.,ASun,24,12,17.0,None
Arkansas2011,2011,Arkansas,SEC,18,13,17.0,None
Montana2011,2011,Montana,BSky,21,11,17.0,None
Buffalo2011,2011,Buffalo,MAC,20,14,17.0,None
Santa Clara2011,2011,Santa Clara,WCC,24,14,17.0,None
Coastal Carolina2011,2011,Coastal Carolina,BSth,28,6,17.0,None
Akron2011,2011,Akron,MAC,23,13,15.0,R64
Northern Colorado2011,2011,Northern Colorado,BSky,21,11,15.0,R64
